PublishTime,ArticleTitle,ArticleAuthor,ArticleSubtitle,ArticleURL,ArticleKeywords,ArticleCategory
"February 4, 2019 at 07:00PM","Venezuela's Opposition Plans to Deliver Aid, Undermining Maduro","Anatoly Kurmanaev, Ana Vanessa Herrero And Ernesto Londoã‘O",Providing food and medicine will be a key test of the opposition's push to oust NicolÃ¡s Maduro. But aid groups worry about using food as a political tool. |,https://www.nytimes.com/2019/02/05/world/americas/venezuela-humanitarian-aid.html?partner=IFTTT,"Politics and Government, Humanitarian Aid",World
"February 4, 2019 at 07:00PM",Louis Armstrong House Museum Hires a New Director to Guide Expansion Project,Giovanni Russonello,"Kenyon Victor Adams, a 40-year-old artist and curator, hopes to bring Armstrong's archive â€œinto the 21st century.â€ |",https://www.nytimes.com/2019/02/05/arts/music/louis-armstrong-house-museum-new-director.html?partner=IFTTT,"Jazz, Museums",Arts
"February 4, 2019 at 07:00PM","Ahead of the State of the Union, Read About the People Behind the Words",Concepciã“N De Leã“N,Three books about presidential speeches and speechwriters. |,https://www.nytimes.com/2019/02/05/books/state-of-the-union-books-speeches-speechwriters.html?partner=IFTTT,Books and Literature,Books
"February 4, 2019 at 07:00PM","Finally, Capitol Hill Readies for a State of the Union",Emily Cochrane,"After a cancellation and before another potential funding lapse, Congress is finally ready to hear what, exactly, the state of the union is. |",https://www.nytimes.com/2019/02/05/us/politics/photos-state-of-the-union.html?partner=IFTTT,"State of the Union Message (US), United States Politics and Government, Shutdowns (Institutional)",U.S.
"February 4, 2019 at 07:00PM","Food Trucks 'Are No Longer a Novelty,' but They Are Adapting",Linda Baker,Regulatory and market pressures are creating a tough operating environment for many vendors. Oversaturation and changing culinary tastes are also concerns. |,https://www.nytimes.com/2019/02/05/business/food-truck-expansion-entrepreneurship.html?partner=IFTTT,"Food Trucks and Vendors, Regulation and Deregulation of Industry, Real Estate (Commercial), Restaurants",Business
"February 4, 2019 at 07:00PM",Relationship Advice From Two Who Have Withstood the Test of Time and Rhyme,Vincent M. Mallozzi,Walt Frazier and Mike Breen have worked together for 20 years as Knicks commentators. Their secret for all couples? Listen to each other. |,https://www.nytimes.com/2019/02/05/fashion/weddings/relationship-advice-from-two-who-have-withstood-the-test-of-time-and-rhyme.html?partner=IFTTT,Basketball,Fashion
"February 4, 2019 at 07:00PM",How Trump's Latest Plan to Cut Drug Prices Will Affect You,Katie Thomas And Reed Abelson,The proposal seeks to lower out-of-pocket spending in Medicare by taking aim at the secret deals that drug makers strike with industry go-betweens. |,https://www.nytimes.com/2019/02/05/health/drug-prices-rebates-sotu.html?partner=IFTTT,"Drugs (Pharmaceuticals), Health Insurance and Managed Care, State of the Union Message (US), your-feed-science",Health
"February 5, 2019 at 07:00PM",Word + Quiz: <strong></strong>geniality,The Learning Network,This word has appeared in five articles on NYTimes.com in the past year. |,https://www.nytimes.com/2019/02/06/learning/06WODLN.html?partner=IFTTT,,The Learning Network
"February 5, 2019 at 07:00PM","State of the Union, Pope, Hummingbirds: Your Wednesday Briefing",Penn Bullock,Let us help you start your day. |,https://www.nytimes.com/2019/02/06/briefing/state-of-the-union-pope-hummingbirds-your-wednesday-briefing.html?partner=IFTTT,,Briefing
"February 5, 2019 at 07:00PM",Did a Seal Eat Your Vacation Photos? A New Zealand Scientist Is Looking for You.,Charlotte Graham-Mclay,Researchers in New Zealand studying the feces of leopard seals found a USB drive containing photos and videos from someone's 2017 vacation. |,https://www.nytimes.com/2019/02/06/world/asia/new-zealand-seal-usb.html?partner=IFTTT,"Seals (Animals) and Sealing, Feces",World
"February 5, 2019 at 07:00PM",Highlights of Trump's 2019 State of the Union Speech,The New York Times,President Trump delivered his second State of the Union address on Tuesday night. Here are the highlights. |,https://www.nytimes.com/video/us/politics/100000006342262/state-of-the-union-highlights.html?partner=IFTTT,,U.S.
"February 5, 2019 at 07:00PM",What's on TV Wednesday: 'The World's Best' and 'Hillary',Lauren Messman,"A new talent show brings together RuPaul, Faith Hill and Drew Barrymore as judges. And a series about Sir Edmund Hillary is available to stream. |",https://www.nytimes.com/2019/02/06/arts/television/whats-on-tv-wednesday-the-worlds-best-and-hillary.html?partner=IFTTT,"Movies, Television",Arts
"February 5, 2019 at 07:00PM",Prime-Time Trump Splits the Cable Pundits,Michael M. Grynbaum,"After the president's State of the Union address, commentators had both praise (â€œpretty pragmaticâ€) and criticism (â€œincoherentâ€) for his 80-minute performance. |",https://www.nytimes.com/2019/02/06/business/media/trump-state-of-the-union-media.html?partner=IFTTT,State of the Union Message (US),Business
"February 5, 2019 at 07:00PM",Globe and Books,Natalie Proulx,What do you think this illustration is saying? |,https://www.nytimes.com/2019/02/06/learning/globe-and-books.html?partner=IFTTT,,The Learning Network
"February 5, 2019 at 07:00PM",How a Name Change Opened the Door to NATO for Macedonia,Una Hajdari,"On Wednesday, the Balkan nation will be formally welcomed to join the military alliance after making a modification that was seemingly minor but followed years of confrontations with Greece. |",https://www.nytimes.com/2019/02/06/world/europe/macedonia-nato.html?partner=IFTTT,"Names, Geographical, Defense and Military Forces",World
"February 5, 2019 at 07:00PM","With Savings to Burn, Russia Turns (Again) to a State-Led Spending Plan",Andrew E. Kramer,A new five-year policy offers $100 billion for infrastructure to stimulate growth â€” a shift from a focus on consumer spending. |,https://www.nytimes.com/2019/02/06/business/russia-economy.html?partner=IFTTT,Economic Conditions and Trends,Business
"February 5, 2019 at 07:00PM","Inside the Porzingis Deal, and How the Knicks Did Better Than You Think",Marc Stein,Let's dig into the biggest curiosities surrounding the departure of the Knicks beloved No. 6. |,https://www.nytimes.com/2019/02/06/sports/basketball/porzingis-mavericks-knicks.html?partner=IFTTT,"Basketball, Trades (Sports)",Sports
"February 5, 2019 at 07:00PM",The Helicopter Parent Descends on College Football,Marc Tracy,"In the era of what some academics call â€œwe-parenting,â€ is it any wonder that parents also suit up in full football uniforms for signing day? |",https://www.nytimes.com/2019/02/06/sports/college-football-signing-day.html?partner=IFTTT,"Football (College), Colleges and Universities",Sports
"February 5, 2019 at 07:00PM",Learning With: 'Need a Refresher on the War in Afghanistan? Here Are the Basics',Natalie Proulx,Why are American troops still in Afghanistan? What are they trying to achieve now? |,https://www.nytimes.com/2019/02/06/learning/learning-with-need-a-refresher-on-the-war-in-afghanistan-here-are-the-basics.html?partner=IFTTT,,The Learning Network
"February 5, 2019 at 07:00PM","In Venezuela, Women in Prison Awaiting Trial Endure Crowded Conditions",Ana MarãA Arã‰Valo Gosen And David Gonzalez,"Amid Venezuela's crises, overcrowded prisons and an overburdened justice system have forced women awaiting trial â€” and even some convicted of crimes â€” to spend months in crowded cells at detention centers that were never intended for such use. |",https://www.nytimes.com/2019/02/06/lens/venezuela-women-prison-jail.html?partner=IFTTT,"Women and Girls, Prisons and Prisoners, Politics and Government, Courts and the Judiciary",Lens
"February 5, 2019 at 07:00PM","On Politics With Lisa Lerer: State of the Union, or Trump's 2020 Kickoff?",Lisa Lerer,"In a special morning edition, how Mr. Trump used his address to the nation as an opening salvo in the presidential race, and what it says about his 2020 strategy. |",https://www.nytimes.com/2019/02/06/us/politics/trump-sotu-2020.html?partner=IFTTT,"United States Politics and Government, State of the Union Message (US), Presidential Election of 2020",U.S.
"February 5, 2019 at 07:00PM",Made for Next to Nothing. Worn by You?,Elizabeth Paton,A new report shows the depth of the fashion industry's exploitation of female home workers in India. |,https://www.nytimes.com/2019/02/06/fashion/india-fast-fashion-homeworkers.html?partner=IFTTT,"Labor and Jobs, Fashion and Apparel, Women and Girls, your-feed-fashion",Fashion
"February 5, 2019 at 07:00PM",A Dying Young Woman Reminds Us How to Live,Lori Gottlieb,"Julie Yip-Williams's memoir, â€œThe Unwinding of the Miracle,â€ written before her death at 42 last year, is an exquisitely moving exhortation to the living. |",https://www.nytimes.com/2019/02/06/books/review/julie-yip-williams-unwinding-miracle.html?partner=IFTTT,"Books and Literature, Death and Dying",Books
"February 5, 2019 at 07:00PM",The Right-Wing Pundit 'Hashtag Triggering' France,Elisabeth Zerofsky,In the country's free-speech wars he has fashioned himself as a champion of French identity. |,https://www.nytimes.com/2019/02/06/magazine/eric-zemmour-france-far-right.html?partner=IFTTT,,Magazine
"February 5, 2019 at 07:00PM","A Very American Mango Pie, Inspired by Indian Aunties",Samin Nosrat,Think Cool Whip and a Keebler crust. (Then make them from scratch.) |,https://www.nytimes.com/2019/02/06/magazine/mango-pie-indian-american-recipe.html?partner=IFTTT,"Cooking and Cookbooks, Mangoes",Magazine
"February 5, 2019 at 07:00PM",Racist? Fair? Biased? Asian-American Alumni Debate Elite High School Admissions,Eliza Shapiro,"When it comes to integration at New York City's most competitive high schools, Asian-American alumni have many different reactions. |",https://www.nytimes.com/2019/02/06/nyregion/nyc-specialized-high-school-test.html?partner=IFTTT,"Education (K-12), Admissions Standards",New York
"February 5, 2019 at 07:00PM",White Men Hold New York City's Top Posts. 13 Public Advocate Hopefuls Want to Change That.,Jeffery C. Mays,"Two-thirds of the 17 public advocate candidates are minorities, and four are women; whoever wins would have an instant platform to run as mayor in 2021. |",https://www.nytimes.com/2019/02/06/nyregion/white-men-nyc-jobs-top-posts.html?partner=IFTTT,"Blacks, Elections, Public Advocate, Minorities",New York
"February 5, 2019 at 07:00PM","Putnam Valley, N.Y.: Quiet, Rustic and 'Old-Timey'",Susan Hodara,"The Putnam County town has its share of forests, lakes and 200-year-old stone walls. It also has some surprisingly good real estate deals. |",https://www.nytimes.com/2019/02/06/realestate/putnam-valley-ny-quiet-rustic-and-old-timey.html?partner=IFTTT,Real Estate and Housing (Residential),Real Estate
"February 5, 2019 at 07:00PM","Yes, Virginia, There Was a Vegan Fashion Week",Nicole Pajer,And it involved apples and polyester and Moby! |,https://www.nytimes.com/2019/02/06/style/vegan-fashion-week.html?partner=IFTTT,"Fashion and Apparel, Veganism",Style
"February 5, 2019 at 07:00PM","In This Manhattan Apartment, Every Room Is a Testament to Japanese Tradition",Thessaly La Force,The artist Hiroshi Sugimoto's first architectural project in New York City is a defiant celebration of a bygone age. |,https://www.nytimes.com/2019/02/06/t-magazine/hiroshi-sugimoto-architect-manhattan.html?partner=IFTTT,"Interior Design and Furnishings, Art, Culture (Arts)",T Magazine
"February 5, 2019 at 07:00PM","President Trump Spoke, and These Border Residents Shrugged",Jose A. Del Real,People living along the California-Mexico border have struggled to reconcile the president's warnings about danger with their own experiences. |,https://www.nytimes.com/2019/02/06/us/border-wall-caravan-mexico.html?partner=IFTTT,"Illegal Immigration, Immigration and Emigration, Border Barriers",U.S.
"February 5, 2019 at 07:00PM",A Match Into a Can of Gasoline': Measles Outbreak Now an Emergency in Washington State,Kirk Johnson,"Measles, believed to be largely wiped out as a public health crisis two decades ago, is affecting dozens of children. |",https://www.nytimes.com/2019/02/06/us/measles-outbreak.html?partner=IFTTT,"Measles, Vaccination and Immunization",U.S.
"February 5, 2019 at 07:00PM",What 'Anna Karenina' Taught Me About Living With Depression,Maura Kelly,"A good novel can be a reminder that other people have endured tragedies, long ordeals, bad odds. |",https://www.nytimes.com/2019/02/06/well/mind/what-anna-karenina-taught-me-about-living-with-depression.html?partner=IFTTT,"Books and Literature, Depression (Mental), Mental Health and Disorders",Well
"February 5, 2019 at 07:00PM",Can You Get Too Much Exercise? What the Heart Tells Us,Gretchen Reynolds,Men who exercised the most tended to have more arterial plaque and higher calcium scores. But they were less likely to die prematurely from a heart attack. |,https://www.nytimes.com/2019/02/06/well/move/can-you-get-too-much-exercise-what-the-heart-tells-us.html?partner=IFTTT,"Exercise, Heart, Calcium",Well
"February 5, 2019 at 07:00PM","Living In ... Putnam Valley, N.Y.",Unknown Author,"The Putnam County town has its share of forests, lakes and 200-year-old stone walls. It also has some surprisingly good real estate deals. |",https://www.nytimes.com/slideshow/2019/02/06/realestate/living-in-putnam-valley-ny.html?partner=IFTTT,Real Estate and Housing (Residential),Real Estate
"February 5, 2019 at 07:00PM","In State of the Union Speech, Trump Comes Out as a Feminist",Frank Bruni,And this is just one of many fictitious alter egos to emerge. |,https://www.nytimes.com/2019/02/06/opinion/trump-state-of-union.html?partner=IFTTT,"State of the Union Message (US), Women and Girls, Politics and Government",Opinion
"February 5, 2019 at 07:00PM",Eight Killed in Knife Attack in China Amid Lunar New Year Celebrations,Chris Buckley,The police said that a man arrested in the attack had confessed that he had been drinking and suspected his wife of having an affair. |,https://www.nytimes.com/2019/02/06/world/asia/china-knife-attack.html?partner=IFTTT,Lunar New Year,World
"February 5, 2019 at 07:00PM",Inside the Private New York City Residence Designed by Hiroshi Sugimoto,Unknown Author,"Tasked with envisioning a tearoom, the artist ended up creating an entire Manhattan apartment. |",https://www.nytimes.com/slideshow/2019/02/06/t-magazine/inside-the-private-new-york-city-residence-designed-by-hiroshi-sugimoto.html?partner=IFTTT,,T Magazine
"February 5, 2019 at 07:00PM",Stephen Colbert Gives a Live Takedown After the State of the Union,Giovanni Russonello,"â€œThis was not a particularly good speech, but what it lacked in quality it made up for in length,â€ Colbert said. â€œThis speech was like watching paint lie.â€ |",https://www.nytimes.com/2019/02/06/arts/television/stephen-colbert-live-state-of-the-union.html?partner=IFTTT,,Arts
"February 5, 2019 at 07:00PM",Your Wednesday Briefing,Chris Stanford And Inyoung Kang,"State of the Union, North Korea, Ralph Northam: Here's what you need to know. |",https://www.nytimes.com/2019/02/06/briefing/state-of-the-union-north-korea-ralph-northam.html?partner=IFTTT,,Briefing
"February 5, 2019 at 07:00PM",U.S. Envoy Arrives in North Korea to Prepare for 2nd Trump-Kim Summit,Choe Sang-Hun,The special representative for North Korea arrived as President Trump announced that he would meet with Kim Jong-un in Vietnam in three weeks. |,https://www.nytimes.com/2019/02/06/world/asia/trump-kim-north-korea-summit.html?partner=IFTTT,"Arms Control and Limitation and Disarmament, United States International Relations",World
"February 5, 2019 at 07:00PM",N.Y. Today: Crisis at the Federal Jail in Brooklyn,Azi Paybarah,"Wednesday: Pressure intensifies to improve conditions at the Metropolitan Detention Center. Also, the president's childhood home is for sale. |",https://www.nytimes.com/2019/02/06/nyregion/newyorktoday/ny-news-federal-jail.html?partner=IFTTT,Prisons and Prisoners,New York
"February 5, 2019 at 07:00PM",The Crossword Symphony: 12 Musical Terms And Solving Tips,Sam Ezersky,Learn the difference between LENTO and LEGATO in this latest list of words you should know to become a better solver. |,https://www.nytimes.com/2019/02/06/crosswords/crosswords-symphony.html?partner=IFTTT,Crossword Puzzles,Crosswords & Games
"February 5, 2019 at 07:00PM",Athens in Pieces: The Stench of the Academy,Simon Critchley,What books were in Plato's library and why is everyone getting wasted there? |,https://www.nytimes.com/2019/02/06/opinion/athens-plato-academy.html?partner=IFTTT,"Philosophy, Destruction of Cultural Antiquities and Heritage",Opinion
"February 5, 2019 at 07:00PM",Andrew Cuomo: Trump's Assault on Abortion Rights Must Be Rejected,Andrew M. Cuomo,The president and the religious right are spreading falsehoods about abortion laws to inflame their base. |,https://www.nytimes.com/2019/02/06/opinion/cuomo-roe-abortion-trump.html?partner=IFTTT,Abortion,Opinion
"February 5, 2019 at 07:00PM",What Does Tucker Carlson Know That the Republican Party Doesn't?,Thomas B. Edsall,His populist attacks on the priorities of the 'ruling class' have set off a maelstrom. |,https://www.nytimes.com/2019/02/06/opinion/tucker-carlson-republicans-democrats.html?partner=IFTTT,"United States Politics and Government, Politics and Government, Foreign Workers",Opinion
"February 5, 2019 at 07:00PM",What Past State of the Union Speeches Tell Us About the Future,Unknown Author,"Like President Trump, the last three presidents all lost at least one house of Congress at a midterm election. Their subsequent speeches offered a blueprint for what came next. |",https://www.nytimes.com/2019/02/06/podcasts/the-daily/state-of-the-union-trump-obama-bush-clinton.html?partner=IFTTT,"State of the Union Message (US), United States Politics and Government",Podcasts
"February 5, 2019 at 07:00PM","Behind the Play: a Tragedy, a Gift, a Wish to Forgive",Eric Grode,Underwriting the heart-rending â€œEverything Is Wonderfulâ€ has prompted a Baltimore couple to learn more about the car crash that killed their son. |,https://www.nytimes.com/2019/02/06/theater/everything-is-wonderful-laken-everyman.html?partner=IFTTT,Theater,Theater
"February 5, 2019 at 07:00PM",DealBook Briefing: What the State of the Union Means for Business,Unknown Author,"President Trump defended his economic record, and was eager to keep up pressure on China. |",https://www.nytimes.com/2019/02/06/business/dealbook/state-of-the-union-business.html?partner=IFTTT,United States Economy,Business
"February 5, 2019 at 07:00PM",A Tale of Two Trumps,Patrick Chappatte,"If at first you don't convince, tweet. |",https://www.nytimes.com/2019/02/06/opinion/state-of-union-trump.html?partner=IFTTT,Politics and Government,Opinion
"February 5, 2019 at 07:00PM",Angela's Diaries' Review: A Tender Journey Through Memory,Glenn Kenny,"Yervant Gianikian assembled this film about Angela Ricci Lucchi, his partner in life and art, using diary shots and contemporary home video. |",https://www.nytimes.com/2019/02/06/movies/angelas-diaries-review.html?partner=IFTTT,"Diaries, Documentary Films and Programs",Movies
"February 5, 2019 at 07:00PM",When the Tools of the Trade Are the Keyboard and Mouse,Daisuke Wakabayashi,"For Daisuke Wakabayashi, who covers Google, computer accessories are important. Very important. |",https://www.nytimes.com/2019/02/06/technology/personaltech/when-the-tools-of-the-trade-are-the-keyboard-and-mouse.html?partner=IFTTT,"Computers and the Internet, Computer Keyboards, Software",Technology
"February 5, 2019 at 07:00PM","As Pelosi Applauds Trump, the Internet Sees a Clapback",Yonette Joseph,"When Speaker Nancy Pelosi clapped as President Trump gave his State of the Union address on Tuesday night, many social media users declared her the queen of shade. |",https://www.nytimes.com/2019/02/06/us/politics/pelosi-trump-clap-state-of-the-union.html?partner=IFTTT,"State of the Union Message (US), United States Politics and Government",U.S.
"February 5, 2019 at 07:00PM",SoftBank's C.E.O. Insists That the Company Is Undervalued. Is It?,Liam Proud,Masayoshi Son invoked Albert Einstein's theories to argue that his Japanese group is worth $110 billion more than investors seem to think. |,https://www.nytimes.com/2019/02/06/business/dealbook/softbank-market-capitalization.html?partner=IFTTT,,Business
"February 5, 2019 at 07:00PM","For Car Buyers Who Got a Lemon, State Laws Vary Widely",Christopher Jensen,"New Jersey has the best, Illinois the worst, and far too many fail consumers, according to a study from the Center for Auto Safety. |",https://www.nytimes.com/2019/02/06/automobiles/car-lemon-laws-states.html?partner=IFTTT,Automobile Safety Features and Defects,Automobiles
"February 5, 2019 at 07:00PM","Trump, Political TV's Protagonist, Now Has to Share the Spotlight",James Poniewozik,"The State of the Union suggested that America's political drama was becoming an ensemble, not a one-man-show anymore. |",https://www.nytimes.com/2019/02/06/arts/television/trump-state-of-the-union.html?partner=IFTTT,"Television, State of the Union Message (US)",Arts
"February 5, 2019 at 07:00PM",Reaganesque? Or Blood-Curdling?,David Leonhardt,"The state of President Trump's speech. Also: The real state of the union, in charts. |",https://www.nytimes.com/2019/02/06/opinion/trump-state-of-the-union-address.html?partner=IFTTT,"Anti-Semitism, Discrimination, United States Politics and Government",Opinion
"February 5, 2019 at 07:00PM",The New York Times Co. Reports $709 Million in Digital Revenue for 2018,Jaclyn Peiser,"The company is nearing its goal of $800 million in digital revenue ahead of a 2020 target. Paying subscribers rose to 4.3 million, a record. |",https://www.nytimes.com/2019/02/06/business/media/new-york-times-earnings-digital-subscriptions.html?partner=IFTTT,Newspapers,Business
"February 5, 2019 at 07:00PM",Stacey Abrams's Speech Stirs Questions About Presidential Run,Astead W. Herndon,"After she delivered the Democratic response to the State of the Union address, some admirers asked why the clamoring has been louder for some white men to run than for her. |",https://www.nytimes.com/2019/02/06/us/politics/stacey-abrams-president.html?partner=IFTTT,"Politics and Government, Presidential Election of 2020",U.S.
"February 5, 2019 at 07:00PM",E.U. Blocks Siemens-Alstom Plan to Create European Train Giant,Jack Ewing,The two companies wanted to merge their rail units to fend off Chinese competition. But Europe's antitrust enforcer said those fears were overblown. |,https://www.nytimes.com/2019/02/06/business/eu-siemens-alstom-train.html?partner=IFTTT,"Mergers, Acquisitions and Divestitures, Railroads",Business
"February 5, 2019 at 07:00PM",The Lessons of the Women in White at the State of the Union Address,Vanessa Friedman,"Democratic Congresswomen created a sea of the color, ensuring that neither President Trump nor the viewing public could overlook their message. |",https://www.nytimes.com/2019/02/06/fashion/state-of-the-union-white.html?partner=IFTTT,"United States Politics and Government, Fashion and Apparel, your-feed-fashion",Fashion
"February 5, 2019 at 07:00PM",When the Camera Was a Weapon of Imperialism. (And When It Still Is.),Teju Cole,"In his final On Photography column, Teju Cole argues that images of human suffering often implicitly serves the powers that be. |",https://www.nytimes.com/2019/02/06/magazine/when-the-camera-was-a-weapon-of-imperialism-and-when-it-still-is.html?partner=IFTTT,"Photography, Refugees and Displaced Persons",Magazine
"February 5, 2019 at 07:00PM","$400,000 Homes in Ohio, Colorado and New York",Julie Lasky,"An 1880 brick house in Columbus, an A-frame mountain home near Boulder and a one-bedroom cottage on an island in Pine Plains. |",https://www.nytimes.com/2019/02/06/realestate/400000-homes-in-ohio-colorado-and-new-york.html?partner=IFTTT,Real Estate and Housing (Residential),Real Estate
"February 5, 2019 at 07:00PM","In Fashion: Minimalist Suits, Worn by the Bold",Unknown Author,"The new springtime suiting relies on boxier silhouettes, unexpected fabric combinations and contrast stitching. |",https://www.nytimes.com/2019/02/06/t-magazine/minimalist-suits-fashion.html?partner=IFTTT,"Fashion and Apparel, Coats and Jackets",T Magazine
"February 5, 2019 at 07:00PM",Cirque du Soleil Buys Magic Show Company,Sophie Haigney,"The company acquired The Works Entertainment, the makers of the Illusionists magic franchise and other shows. |",https://www.nytimes.com/2019/02/06/theater/cirque-du-soleil-buys-the-works-entertainment.html?partner=IFTTT,"Circuses, Magic and Magicians, Mergers, Acquisitions and Divestitures",Theater
"February 5, 2019 at 07:00PM",California Today: Who Pays if You Fall Off an E-Scooter?,Jill Cowan,"Wednesday: Welcome to the share economy, where liability gets complicated; fact-checking the State of the Union; and snow in the Bay Area. |",https://www.nytimes.com/2019/02/06/us/california-today-scooter-lawsuits-liability.html?partner=IFTTT,,U.S.
"February 5, 2019 at 07:00PM","He Performed Surgery in Romania, but Is He a Doctor?",Palko Karasz,An Italian man adopted a new name and set himself up in Bucharest as a cosmetic surgeon. Romanian officials say he was not authorized to practice medicine. |,https://www.nytimes.com/2019/02/06/world/europe/romania-doctor-matthew-mode.html?partner=IFTTT,"Malpractice, Frauds and Swindling",World
"February 5, 2019 at 07:00PM","What You Get for $400,000",Unknown Author,"An 1880 brick house in Columbus, an A-frame mountain home near Boulder and a one-bedroom cottage on an island in Pine Plains. |",https://www.nytimes.com/slideshow/2019/02/06/realestate/what-you-get-for-400000.html?partner=IFTTT,Real Estate and Housing (Residential),Real Estate
"February 5, 2019 at 07:00PM",House Hunting in â€¦ Spain,Roxana Popescu,"Foreign buyers have long flocked to the island of Majorca, but market forces and global politics are changing where those buyers are coming from. |",https://www.nytimes.com/2019/02/06/realestate/house-hunting-in-spain.html?partner=IFTTT,Real Estate and Housing (Residential),Real Estate
"February 5, 2019 at 07:00PM",The Northern and Southern Lights Are Asymmetric Dancers in the Dark,Robin George Andrews,"Our planet's auroras do not mirror one another, and their varying shapes result from the interplay of the sun and Earth's magnetic fields. |",https://www.nytimes.com/2019/02/06/science/northern-lights-southern-lights.html?partner=IFTTT,Space and Astronomy,Science
"February 5, 2019 at 07:00PM","Special Place in Hell' for Backers of No-Deal Brexit, European Leader Says",Stephen Castle,"Prime Minister Theresa May of Britain is heading to Brussels to seek support for her plan to leave the European Union, but the bloc's leaders are showing their frustrations. |",https://www.nytimes.com/2019/02/06/world/europe/theresa-may-brexit-tusk-brussels-backstop.html?partner=IFTTT,Great Britain Withdrawal from EU (Brexit),World
"February 5, 2019 at 07:00PM",A Renovated 14th-Century Farm on Majorca,Unknown Author,"This 60-acre compound on the Spanish island, with orchards, stables, forests and a pool, is on the market for $7.9 million. |",https://www.nytimes.com/slideshow/2019/02/06/realestate/a-renovated-14th-century-farm-on-majorca.html?partner=IFTTT,Real Estate and Housing (Residential),Real Estate
"February 5, 2019 at 07:00PM","Spotify, in Major Podcast Push, Buys Gimlet Media and Audio Tool Start-Up",Michael J. De La Merced,The deals will help the music-streaming giant expand beyond its core service and reduce its reliance on the major record labels. |,https://www.nytimes.com/2019/02/06/business/dealbook/spotify-gimlet-anchor-podcasts.html?partner=IFTTT,"Mergers, Acquisitions and Divestitures, Audio Recordings, Downloads and Streaming, Computers and the Internet, Podcasts",Business
"February 5, 2019 at 07:00PM",Music Lives in the Present. Can the Grammys Escape the Past?,Jon Pareles,Music's big awards show is trying to remedy its lack of diversity and heal a rift between the generations while remaining prime-time entertainment. It's a tall order it hasn't fulfilled yet. |,https://www.nytimes.com/2019/02/06/arts/music/grammy-awards-preview.html?partner=IFTTT,"Grammy Awards, Pop and Rock Music, Rap and Hip-Hop",Arts
"February 5, 2019 at 07:00PM","From 'The Simpsons' to 'The Twilight Zone.' And Now, Trump.",Holly Williams,London's Almeida Theater has become a home away from home for the New York playwright Anne Washburn. Next: a very American comic drama called â€œShipwreck.â€ |,https://www.nytimes.com/2019/02/06/theater/anne-washburn-shipwreck-trump-london.html?partner=IFTTT,Theater,Theater
"February 5, 2019 at 07:00PM",Did Trump's Tax Break Save a Sawmill?,Jim Tankersley,President Trump invited the manager of a Mississippi sawmill to the State of the Union address to highlight new â€œopportunity zones.â€ But it's unclear if they saved his job. |,https://www.nytimes.com/2019/02/06/us/politics/opportunity-zone-tax-provision.html?partner=IFTTT,Tax Cuts and Jobs Act (2017),U.S.
"February 5, 2019 at 07:00PM",What to Cook Tonight,Sam Sifton,"Make Alison Roman's crisp-fried pork chops, or cook improvisationally and make smothered pork chops. |",https://www.nytimes.com/2019/02/06/dining/what-to-cook-tonight.html?partner=IFTTT,"Cooking and Cookbooks, Recipes",Food
"February 5, 2019 at 07:00PM",State of the Union Puts Democratic Resurgence on Full Display,Carl Hulse,"Democrats avoided any outbursts or walkouts that could have presented a bad image, but their silence as Republicans clapped repeatedly spoke volumes. |",https://www.nytimes.com/2019/02/06/us/politics/democrats-state-of-the-union.html?partner=IFTTT,"United States Politics and Government, Shutdowns (Institutional)",U.S.
"February 5, 2019 at 07:00PM",A Singer for Whom Words Always Came First,Anthony Tommasini,"Sanford Sylvan, the American baritone who died last week at 65, once worked with our critic on a recording of vocal pieces by Virgil Thomson. |",https://www.nytimes.com/2019/02/06/arts/music/sanford-sylvan-appraisal.html?partner=IFTTT,Opera,Arts
"February 5, 2019 at 07:00PM",Dear Ex' Review: Heartbreaking and Heartwarming Family Dysfunction,Karen Han,A boy is caught between his mother and the man for whom his father left his family in this nuanced portrait of enduring love. |,https://www.nytimes.com/2019/02/06/movies/dear-ex-review.html?partner=IFTTT,Movies,Movies
"February 5, 2019 at 07:00PM","Let Women Enter Hindu Temple, Indian Religious Board Says, in Reversal",Kai Schultz,Sabarimala Temple has been the site of violent protests and riots by men over whether women of childbearing age could set foot inside. |,https://www.nytimes.com/2019/02/06/world/asia/women-temple-hindu-india.html?partner=IFTTT,"Women's Rights, Pilgrimages, Women and Girls",World
"February 5, 2019 at 07:00PM",Lincoln Center Finds Its Next President at the 92nd Street Y,Michael Cooper,"Henry Timms, who helped create #GivingTuesday, will become the leader of a center buffeted by management churn in recent years. |",https://www.nytimes.com/2019/02/06/arts/music/lincoln-center-92nd-street-y.html?partner=IFTTT,Appointments and Executive Changes,Arts
"February 5, 2019 at 07:00PM",Nothing Will Stop Erykah Badu From Loving You,Reggie Ugwu,The durable R&B-turned-movie star built her legend on the pursuit of enlightenment. It's taken her to hostile territory. |,https://www.nytimes.com/2019/02/06/movies/erykah-badu-what-men-want.html?partner=IFTTT,"Rhythm and Blues (Music), Actors and Actresses",Movies
